Paper_ID,Raw_Citations,Semantic_Score,Impact_Multiplier
f08f08fab4db474ed6d556b908622d95afa2704f,10.0,10.599999,1.06
34e5513017c555463409013e0f16af946348f7bf,10.0,10.5,1.05
0ab1037b498a9c0fa5746d0330e8dcef5db71133,10.0,10.5,1.05
3c5f1e4b17a53cc4636cb9994b1c12fa0a409a47,8.0,10.5,1.3125
6520584cb0d400b610e60c6195c0abb66cf7de11,10.0,10.4,1.04
5d5773ee2c824c4219d392faafbfafda88ef6db3,10.0,10.4,1.04
73f8d428fa37bc677d6e08e270336e066432c8c9,8.0,10.4,1.3
c14be2a7007e022da13889d804a540d0c0c34264,10.0,10.2,1.02
2fe7a659d8ce9e6f024cebdf27511c8355c6ec10,10.0,10.2,1.02
d9bb6f5360b6e9413e5f675d4164e29a6040a7c0,9.0,10.2,1.1333333
7556064a9a5192a0df0160539f4ba5ee11b3c2f2,10.0,10.0,1.0
12a23d19543e73b5808b35f1ff2d00faba633bb6,10.0,10.0,1.0
7d32e3cb0dbcf2ea9e82747629d6ed929fcb94f3,10.0,10.0,1.0
6186e70a6bc014d7d5b82a4649574ef25e7b7ec0,10.0,10.0,1.0
3d8487b14c2aae003bcdf41f857e0b51c91f285f,10.0,10.0,1.0
f25f4beb189c66b5d0e805ab5a667765137f1787,9.0,9.8,1.0888889
21b324399af869ff28634117eaaeaccfd52d371c,8.0,9.5,1.1875
2cc6ff899bf17666ad35893524a4d61624555ed7,9.0,9.5,1.0555556
b69aa2af017d1a5332e34ee0cc8e7890abb504c1,8.0,9.5,1.1875
7a5a34fc4b4d812b86e96f218f408b4b555f656a,7.0,9.5,1.3571428
6b1223f442606ef04c8c04b36f1cdc0efb14c560,9.0,9.4,1.0444444
b7c9b2632ffbcef4a35a6bf0c85686d9f11c1532,9.0,9.4,1.0444444
7b2b2256858a4d7d4a273db9dd3a643b2fadc055,7.0,9.2,1.3142856
7449ebce258d5d0ac3e875a2fc20b7407d862f63,8.0,9.0,1.125
90577a932954ceb6fdde21170036eb606f8e27a3,9.0,9.0,1.0
b04f0343c6feff16f8d846c2ca840f5416c2d7fc,9.0,9.0,1.0
c824fde7bf52707c957aeb5c297268efb9d9a669,9.0,9.0,1.0
91695bee521ee44b2c08a87d9693953afc26583f,8.0,9.0,1.125
4f2995a132469538424300d92e3eeb65aa7ac497,9.0,9.0,1.0
710d6808750b71906eb6abc0fe42921313697d7e,8.0,9.0,1.125
7c77cd228aef0769225ede4056c91726153bf986,7.0,9.0,1.2857143
08b0f8f0a6310467ca72b59cf67521fa689bc0f1,8.0,8.9,1.1125
4448616a83a88c54e1ffddf0390716630f9a4b70,7.0,8.5,1.2142857
3da8310618b8d9488ab6d6ee10bfcce927a47891,7.0,8.5,1.2142857
0b29c289bc5f0fa7e51090d1ad00654754b68b94,7.0,8.5,1.2142857
fc13b9c3dfcc121013edaa12fa8ce7842aaed21a,8.0,8.5,1.0625
641a2907c5e94d88c60daed34f72b724719cca55,8.0,8.5,1.0625
d7a4025a169b089ce180cfce339762a52db6d254,7.0,8.5,1.2142857
a7a252d73ff0f63ae9d444cded332c8c41552e28,7.0,8.5,1.2142857
723a4b4f3019cd5a5f8546925d8cf4478a0d03b7,7.0,8.4,1.1999999
488e1b26dcc9274c9bf4f8ee7dd5d96109565214,8.0,8.2,1.025
89634acca7f883bb26a15b1db301488353d8654d,8.0,8.2,1.025
2f587ec3f121d1121885a4a62d2a4a82422c14be,8.0,8.2,1.025
39a2446c1dece36e32c6773cf4e28306f07c8cba,7.0,8.2,1.1714286
156fb7b12ac3780dc3135685202f9ca520b99d21,7.0,8.2,1.1714286
a0ecd52bfe814e4941617cb23ba53b88a15397c7,6.0,8.0,1.3333334
db425871ab8ac182d5f3609e7115b445ef1c9336,6.0,8.0,1.3333334
daf678e8c63a4971516cf163fdd8178f3ae6b832,7.0,8.0,1.1428572
855f0edac470b58ab2dc7ecb8e873c970f273a23,8.0,8.0,1.0
7625e01b6737feac8b8602fc2f8e685ae4c178dd,8.0,8.0,1.0
9d57eaed154045f05a5d6543d72db7db873ab390,8.0,8.0,1.0
9daeced0925b74cec0cb589d2682c6c9060e669b,7.0,8.0,1.1428572
da0746558cecaad6681c199c44b8ed7d128848e5,8.0,8.0,1.0
4e671994e5b0c7aefbecd050e95fdb45272d7e12,8.0,8.0,1.0
11a5f833bef73720e1c85253578a92a99cbdf35e,7.0,8.0,1.1428572
03a02c636aef2616afe010f2c81a1adf33808d16,8.0,8.0,1.0
510ee3954bbebad58110c1d1376cafc70581ec0d,8.0,8.0,1.0
80d9ec6d56799e96bf5e3e99ff0f904892820308,7.0,8.0,1.1428572
e4675af68d613dc95ae1c192ed154307a0d3d7be,8.0,8.0,1.0
f89d87e5f4d58e9bb7d576ec6ae34a84240b9c5e,7.0,7.8,1.1142857
9d6aaf1a9388496c3b0ae42f74af16ba532ec0f2,6.0,7.7,1.2833333
2271b873cf8e52856c38eae82751d2b1421007c5,7.0,7.7,1.1
fd4e86ba764f50dcefd4d57bb489a7f2c169e137,7.0,7.6000004,1.0857143
15b2c44b3868a1055850846161aaca59083e0529,6.0,7.5,1.25
ae68f41cc1cf623107fc3535caa245090003ba03,6.0,7.5,1.25
4400c5c46b12fd9f5de1d05d0d4e79d7f820f536,6.0,7.5,1.25
17f2bd869df15476815b6d6a98d9a3184ea6c714,7.0,7.5,1.0714285
970c5a1eea3de89f13f1c5583faf8691077ab02b,7.0,7.5,1.0714285
55899ffa1ca17fd8ba86a6298a245723ddb22038,6.0,7.5,1.25
29369b847daea006770b1ebd0c8415c29e13e058,7.0,7.5,1.0714285
45ee8db9be57b97522566b1d1f6d2433cc464b72,6.0,7.4,1.2333333
0c610357d8682ecc3239863bf0ccf9c8d9090381,7.0,7.4,1.0571429
5e0a8d84a299dc7e6902020b8e40dbd0a25be15a,7.0,7.2,1.0285714
fb70d25d466c3da340689424d944e8d278a3469f,7.0,7.2,1.0285714
c60bd24a1c685c8211e339314ed7b3e7579bbec9,7.0,7.0,1.0
b84b2f4d6372d8be59d1ed1e6c26f0869ac8b8ee,7.0,7.0,1.0
6b85dce37b745ebafac661f6fad5bfad943f1513,7.0,7.0,1.0
f249596513f8317b7a8e4bac5d961d2a404620dd,6.0,7.0,1.1666666
c08d82e0e656dadaa0c26b1a21fe57fa60bb84d8,6.0,7.0,1.1666666
d5d4344438368dc09d930d95b40459645be09bd8,7.0,7.0,1.0
e4ba0683cccd1a5c2c8200b48cf76a5fb96af984,6.0,7.0,1.1666666
8c84e2c3a32b2e19060f69986c66aa0112b8cdd9,7.0,7.0,1.0
d18293e4a7b9d11f93cd5384005e289e00122f07,6.0,7.0,1.1666666
25aa4a143d373d371cc8fa3a2d550a0649d8c94c,6.0,7.0,1.1666666
21cc7a2a24c33fe78ab21acf5ea2d548fa11b0d3,7.0,7.0,1.0
970c6cacc40e46aadec1dc0b4270b01f9d915359,5.0,7.0,1.4
7fbeb25f303857182172283ada0fdb67669c2458,7.0,7.0,1.0
73619c0c3ee055ee31944e3a71119e9f68d42794,7.0,7.0,1.0
e1ed37d5e98424311bc079f56c064d8d80177292,7.0,7.0,1.0
a0003d3b8be9c44a96cf44599d5c473afd7f131c,7.0,7.0,1.0
76ae742914fa618d9008cc1c664475928843a279,7.0,7.0,1.0
f20116e13a37c246a4f4e3d3ff18e4137ea69aaf,7.0,7.0,1.0
6df9cfbb8925634a398a798179aacbf70c566f1b,7.0,7.0,1.0
7fa4f05dd489b6dd03065069f660c89328337e18,6.0,7.0,1.1666666
7d253f083d75e9cba4af91751451b379fb5c37a3,7.0,7.0,1.0
bc6ad001c395e92920839e45dfd7e05ce69405d2,7.0,7.0,1.0
f40a16c7d8ea7fd91219e897c75ede2665b617db,6.0,7.0,1.1666666
d82369cdf3bf31e1fc1231e0705c1768930d0d5c,7.0,7.0,1.0
382970c1d324a2efcb7fec0c76a01419ad09b427,7.0,7.0,1.0
0ed62848d5c9e01f692c0c0b3851848ac7bb0764,6.0,7.0,1.1666666
a0c52ddd655648ddf0c426553bf0957e8abcc02a,7.0,7.0,1.0
4b557a30c883f974cf871d87b2646e1dc9cdff4a,6.0,6.8,1.1333333
d04b2ec8089a6489bc9121f49d3106fa093fe4ea,6.0,6.7,1.1166667
412434187174932788fc14d7d51f88ff45b3c0d8,6.0,6.7,1.1166667
a3083f8d0f51221d2e191ea515535025698e09e0,6.0,6.7,1.1166667
d499c7c0d3b907c1bf7a6f61c239599c02d5a1df,6.0,6.6000004,1.1
d91ae7f9c252cc67980a19231970ee249fcbd92e,6.0,6.5,1.0833334
11877ad1b3e5ccebbdf02cbe6c6015c82661e550,6.0,6.5,1.0833334
489f1c42927dca534bc78c0754fa30ad51605d9a,5.0,6.5,1.3
3ef88a5a85e2134fe9d2f1297b0d2b813852ba60,5.0,6.5,1.3
6cd197b734868a247cbe0564c4e856d68bc8652c,5.0,6.5,1.3
72716e49b923a84db430e100feb7f6cb975f3302,6.0,6.5,1.0833334
650a68920d6f007cd6d6de8a695fae07e7a8260f,6.0,6.5,1.0833334
aa3d7a72f3ad9fd00cb9b8e683968489cff824cd,6.0,6.5,1.0833334
32a089cfda93488dd4ce93bef85500d27e660d8d,6.0,6.5,1.0833334
46d8cc36dbf30b274aa7edbd36ed319556ea8047,6.0,6.5,1.0833334
539ae0920815eb248939165dd5d1b0188ff7dca2,5.0,6.5,1.3
9bd8a440cfb92cc5f7f45d88cce6f9d651b98237,5.0,6.5,1.3
fc91ccc539d1d2b761860549bf58f8f875182c1b,5.0,6.5,1.3
1cc4208afda03257c461e8b767c007b5570104bd,6.0,6.5,1.0833334
08ac591d417dc808c35e64106983034f9100ac4d,5.0,6.5,1.3
4493db6859a8550d2d41b0eb29c75d6045df884e,6.0,6.5,1.0833334
02bf68795fa74f0984701fa84df877a27dae6a2f,5.0,6.4,1.28
98cc989e358d6ff824272048e1030fda47e6e544,6.0,6.3999996,1.0666666
8ef70d9f439ba4acdddb480b6b6a4f3165dae7d0,6.0,6.3999996,1.0666666
43216a526d27321f1eb34a8c1d7309e40f3bec93,5.0,6.2,1.24
932de154c10090d21334811fd0b867ebb9d9dcff,6.0,6.2,1.0333333
cbd59360917490ea9a05feea6419340a36dc0427,6.0,6.2,1.0333333
e4176d76459bf7ae2601a8746620899ba349aae2,6.0,6.2,1.0333333
d1ee5489f60e6078e9ecdbf62863374d14e4d643,5.0,6.2,1.24
0891bece3a201c5d0897e8b1d12264eb0b820dcd,5.0,6.2,1.24
ef6024c89420ef17fa3432c2b744f4c7634a795a,6.0,6.2,1.0333333
85b04d25eac459fab2870ae995d01b09a6d65e1e,6.0,6.2,1.0333333
700a5a6629197ed7d4ed6f72d37c3a185303b1e7,5.0,6.1000004,1.22
260b50bf2bbd82e8c80acc4c0ebc73ecbd0279af,6.0,6.0,1.0
f76b021b2e67dc2482230be64f5a8869835a2b78,5.0,6.0,1.2
18ac37aa2dce5ff0351b5f4b0d7b79f131699a89,4.0,6.0,1.5
aa73756cb293b4322b41a025b58f9d522787e48d,6.0,6.0,1.0
9e4ab179a114ed860aebd5ee4699406aa7088069,5.0,6.0,1.2
13d455598df90628864bca0122480b04a8879ac6,5.0,6.0,1.2
466e2d457c348272f138f0aa48618c85b563a3fc,6.0,6.0,1.0
0b52f45e6bb3a1d6c4dad07bdb343fd467fe4b46,6.0,6.0,1.0
d667b306dcd2badf6b37970c3cb63b4b8512d9bf,5.0,6.0,1.2
016293fd7901a77538fc361d8c4fa49aefc4cabd,6.0,6.0,1.0
44e9ecd959b1c72f1fe469e6b915ee55ac986a52,6.0,6.0,1.0
01eec8b64bf70846f67689362761a991a97693e0,6.0,6.0,1.0
95d818f089f256ffdfabbcb1157a3701ab1bd15e,6.0,6.0,1.0
5297cce880dad7881b5f4c16b683f971363f009a,6.0,6.0,1.0
c923028caac7d0f58db911a22a89a003e10453bb,6.0,6.0,1.0
e4d55ce4baa96eb4fd77a2c27de168cfedad611b,6.0,6.0,1.0
bc09dfbd0300f89c727c3b5f494b326fc0bb9b15,6.0,6.0,1.0
4390f4a06a036b8f04cbb4fe7611fa5af9492797,6.0,6.0,1.0
41129a35ce2f54686e6a9c697a4ab9d6b0312150,6.0,6.0,1.0
d8d8ff0e4bb34d812807de4a5f7ce5dac7ea58f6,6.0,6.0,1.0
f2aa3b10e03add721416318b5e4ce7f5896d5dc4,6.0,6.0,1.0
a978585942c78dcd00f1ece19b7ed244b4a76978,6.0,6.0,1.0
f4d9d6e1e243f66a3009acafa8d7b0d13254f488,6.0,6.0,1.0
020fbe47aa5d100ab9ab8a4f10bd44bebc07c31f,6.0,6.0,1.0
d4a2bcb4cb90a2fda1fecb767a58cc40ad8d27cb,6.0,6.0,1.0
76673ab572b73ed6e8ebf59f5b5ae28453f873f9,6.0,6.0,1.0
1fd9bb3fda0dae1ee2d5495072456b6c64f3fdc2,6.0,6.0,1.0
74809ba2f3834024b56f5b0784655b1435708c60,6.0,6.0,1.0
7b889faead3d086f66e10d2b2024f1a85419c7d0,6.0,6.0,1.0
68d7abb99ec6293d5cd54871b3f0b5c90e3cb3c7,6.0,6.0,1.0
0369b5e89be7ebb5643b67901b848c3b95ced003,6.0,6.0,1.0
18bc8b07747174cbac2230f69e4d66800c0424e3,6.0,6.0,1.0
bc879474e921fe52dd36815abe0f0089f28ddc70,5.0,6.0,1.2
79f61a170f1b2133713feec94b5fa730841273ea,5.0,6.0,1.2
a0c1529ae833f257ce31f98d030a5a110c86cc1c,6.0,6.0,1.0
ba480ce512aba288b1f259d2e4b1340915f4e541,6.0,6.0,1.0
f5191ac6456c5df72545a8ddee851f0c4fbe378f,6.0,6.0,1.0
4df6b3366a6941eb537d4990fa82e963205feca2,6.0,6.0,1.0
0230905979a5e3fdb60e74bd505e79ac0746ec56,5.0,6.0,1.2
18dba91edf38fe354fd3a1123737185c841be419,6.0,6.0,1.0
c0e9eaec2955cf840c040baae65c4a25f1f6f126,6.0,6.0,1.0
2ad0ee93d029e790ebb50574f403a09854b65b7e,6.0,6.0,1.0
c1e05d9fa428e6b081081d4d4948ef498259047a,6.0,6.0,1.0
b5af4bf2fd53644e12e4345ea3cd7f4027ace764,5.0,5.8999996,1.18
31d31b65fa7b01ce90080264e7d1472af469355d,5.0,5.7,1.14
d7935a176b1433171aba56c861a17354a034fed0,4.0,5.5,1.375
8c1918c30664a115d328167709bab92ac399a2dc,5.0,5.5,1.1
fce0f7e8ed764b23fb748f458a50f2b2219bde8e,4.0,5.5,1.375
a0372f7f85607ad16681f4e506c195645c5863ee,5.0,5.5,1.1
0593fe46483ca581bb7792fe9c3d9d16fdd76ceb,5.0,5.5,1.1
41088dd73ae7ad8baac9323c5dcbf6cb12be2a9d,4.0,5.5,1.375
dbd605458b9a35250d7e45c5ad01be0b99f1d676,5.0,5.5,1.1
2d04ac3be66a1148b0e0aeb687d0345841ca674f,5.0,5.5,1.1
42a0035bcddd0d0d1f8e19800e396ac4e1bc03a5,5.0,5.5,1.1
c2acbe1582e1147d4fe4aa9ca1d8473cefe40b6f,5.0,5.5,1.1
fc7bd558af7699381c4f41f2eb7d5326368d386a,5.0,5.5,1.1
13cbb1b747814aa6db01892861a601c6b33dd697,5.0,5.5,1.1
cf669dc3d74c7610157feb79e7352920fa3a1774,4.0,5.5,1.375
9697334e04acba28057c7a6fa044167a29c066fe,4.0,5.5,1.375
b50dc11e63844606ee5a56c10a97bf89dc457201,5.0,5.5,1.1
7f185882e50d73615d92eedecb037d2e878a3b84,5.0,5.5,1.1
1c8003c27d0022f241b42a1d5ca12b85e44726e6,5.0,5.5,1.1
702757e8d5b16704d1e0a0f2351cf393110603bb,5.0,5.5,1.1
9f1edb9cb0399a10bb9db6f3d6371fecfc2e6708,4.0,5.5,1.375
2041cf896a34f537bbb1bb017a602944ea503840,5.0,5.5,1.1
13addfbdfeb738a413365e3df0904a39416aa7ba,5.0,5.5,1.1
7fc86bb2e1efa0eae319ba9aa25698edfcf16328,5.0,5.5,1.1
18aed8693441c7211cf111d0523a6311ef797129,5.0,5.5,1.1
3e35a2aea7c7e1a338fe955ef00df6d909a06750,4.0,5.5,1.375
fe2fd3262b549d1b36898127e3cc7ca1c1dd3646,5.0,5.4,1.08
d8431c25f60a51517a29162ed70df2de35ee156f,5.0,5.3999996,1.0799999
a415d8d67d6e604038256e4de700466fc1acedba,4.0,5.2,1.3
5d53f75d1e3aad4e9d7b9c280541cfc3ff7f9bae,5.0,5.2,1.04
ab521feed89a9397e278fe1cb66cb7f19e3e2704,5.0,5.2,1.04
78d26d223331a183fe108eaee8cf1b444e09e1b2,5.0,5.2,1.04
b4f3597485b8e161af04ce27f3d23ad2cbe90ccc,5.0,5.2,1.04
7b6eae8fdd65b7b50cdc6fd6941989ac833f31c2,5.0,5.2,1.04
76c45f67dcb8a9299c0a191cf611d551a8148921,5.0,5.2,1.04
3d188c6936ad6dd478e01f2dd34bb2167f43e7d7,5.0,5.2,1.04
b8d851c0cdeb3996ce634a2f75c9f30bd91389cb,5.0,5.2,1.04
d16a1d95e6947da69797bb0cb59148057174e35a,5.0,5.2,1.04
f986e697ab036562fa61ab501ab4c2a64ddc6494,5.0,5.2,1.04
c0cb8a1b4d4f4b5fbf381a5b320d291c94a92525,4.0,5.2,1.3
5f5426242a8eba77a976e97ab98ef953590c5470,5.0,5.0,1.0
fc5c9fde1703d262d0208928a4549aef67706d4f,5.0,5.0,1.0
58e96edfdf184dfd8e1cf6eef1d60b9ff3ac3a39,4.0,5.0,1.25
e60d620109d2c26c56aec1f8f042fe30c9333092,5.0,5.0,1.0
8c0040b80eb3457cf1aaef9d522637f295db3251,5.0,5.0,1.0
7a4127d4a914a9f4cdcb3f45407d3a8a98f29447,4.0,5.0,1.25
8f12510fff2f067cbd55ef4c4c5ab01a7314beb5,5.0,5.0,1.0
55c013d531b2f41e9583f6c299991ef0e7c9cc25,5.0,5.0,1.0
49408e2483e51eea8636dffe6203b16dd7dc0fbe,5.0,5.0,1.0
881a93939ebb854b95f1e75cd83b4ce80c2e4034,4.0,5.0,1.25
e232a3393e6366652d41b8619b6ffd7b240194e3,5.0,5.0,1.0
65f04c7b8bf794236106daf12c5926ebee5b21f8,4.0,5.0,1.25
5a068de448f9b884e3c29ac980989c4ab0bed7cb,5.0,5.0,1.0
53bec9f572ae3b40e8c881b8f5fdb255ccbb9fb3,5.0,5.0,1.0
ebbac2abac129b92d95e3f03499ba36bfa8bcf32,5.0,5.0,1.0
48853d71ecf88b9341e448e130d36562470a1ae4,5.0,5.0,1.0
6534758c49394c82858dd4db5268d2e0ac4f79b1,5.0,5.0,1.0
c14837c7f03add6100f1058023469212e4429452,5.0,5.0,1.0
3f0c74c224a01e2a17d0f1361404e6f8b575bc18,5.0,5.0,1.0
d6eaf36357406cc26c09d36fc88d8974ba49807d,5.0,5.0,1.0
4de0d7c959f881c3e43be54562d60af0172cefbf,4.0,5.0,1.25
f2062face9289fddce661746aef260bb1dbb4294,4.0,5.0,1.25
93504374d942ba75b7ebb8a5087c6cf9ee0ff6e6,5.0,5.0,1.0
32a54bec72f62407084289dfc1b6df4c9a7ce1cf,4.0,5.0,1.25
2c03df8b48bf3fa39054345bafabfeff15bfd11d,4.0,5.0,1.25
35c1ae44da7ca399aaeb11e6c80fc371f8c8aa92,4.0,5.0,1.25
2566fbc8f3c03f790a5646c85fe12b8dc58075b5,5.0,5.0,1.0
3cf593433acf4c10c84a4f98ac964200b52d6e66,5.0,5.0,1.0
770e5c093077d0677cc2c4714829bb3089ff622d,4.0,5.0,1.25
3e091e519efad2d1146bab4af4f04ad3bda6f437,5.0,5.0,1.0
3d2c9ed378b475d7b8c2497ee35c17cb4397c3b4,5.0,5.0,1.0
425688f5400dc532230fd7293fed1dd3bcf09ceb,5.0,5.0,1.0
19d9d5e14d4d3f3e4ef66e00cdbc11ff6a93e9d5,5.0,5.0,1.0
0b667601f8bcb172baac53194e2e480aeb798fef,5.0,5.0,1.0
2865b07f8b8189049cf726bff1ccdaeef3fbe62b,5.0,5.0,1.0
aac9fb0178847fc4e17a1acdd5d9662ff53b9c94,5.0,5.0,1.0
c5a23b594780b11d0671e98624b52c3c97ff3fb6,5.0,5.0,1.0
39dc218eb5582e861e53c8451586786cfaca08ec,4.0,5.0,1.25
16526f63b609525a5a0d8488d23b9131b3587000,4.0,5.0,1.25
3bb5bde8426dd630c536d04c1ad108bf6e966450,4.0,5.0,1.25
35c27b0c0db73af7303c0a95efa90479afb04fed,5.0,5.0,1.0
17aaebfb7135313cc1c01c6364542938f842da7a,5.0,5.0,1.0
1516747309b98ec9f9b7e58b947d35c5829e41a8,4.0,5.0,1.25
3f93c7d5e18c1ebf108f3daac65e0701811667d7,5.0,5.0,1.0
25f7210be4449d4fec53f0bf97aef9764242306a,4.0,5.0,1.25
37e4180aaf2e4762cbdc9dd04e714643d86c219f,5.0,5.0,1.0
275c54bd3396e70e644a98289bea3cb594b42498,4.0,5.0,1.25
87d0428d1094e534fcf1f28e40e95311e196db58,5.0,5.0,1.0
16dbaf87b0497693dff3dd58e891bdc75f4fadf5,4.0,5.0,1.25
e7007a973684e3fa91bab2a0d7a321a0e22e8c99,5.0,5.0,1.0
bcd879be69bd36cbf80b5b7c4f551d042c1b045c,5.0,5.0,1.0
e79c496d57be7fd821df67996a40c5579ed81450,5.0,5.0,1.0
d2bbc8195ace1f801cd60368a30c2d8ff28941d0,5.0,5.0,1.0
38f57995a5b7b37c041140c2c512dd36e2e93e38,5.0,5.0,1.0
2b5e5d9dc90e959e3e2b00cb1de475864931b827,5.0,5.0,1.0
b13b1cbd30124f18adf4d8c5099313ef218c140c,5.0,5.0,1.0
1504de3540a465ef14d49897e9506fae51902f2e,5.0,5.0,1.0
e0cbb949d062a1134c4d98924f51312090e76514,5.0,5.0,1.0
fd920e1229b99b9b441ca93219bd84b6acb3abbb,5.0,5.0,1.0
de5d6cbd75278792715b53a57b73910d69d0abc8,5.0,5.0,1.0
574e659da7f6c62c07bfaaacd1f31d65bd75524c,5.0,5.0,1.0
a7712eb406fe6603f4c106def99783fdd7358932,5.0,5.0,1.0
540ce47e26a5dd033bfb19a9d4429c739f7dd611,4.0,5.0,1.25
88ed7f5b40fbe4f1d212b2967eff5cba78c85d75,5.0,5.0,1.0
94bf6baace2ac5e70d59efc8c387d0c30091de5b,5.0,5.0,1.0
da1bfc89bdd64622df21b78a99235ec0d2512ba7,5.0,5.0,1.0
2d274069727fc97ceb9ee63900591447297ab966,5.0,5.0,1.0
51474c521cd1ba63e235cc34ec7001ef7e4fb247,5.0,5.0,1.0
a57e5cff0fcc4dfcdd552af023a3da0406401b89,4.0,4.8,1.2
d1a14535c8d5eb2a6f09e5e3d2c1b025c182d7ea,4.0,4.7,1.175
ce4c42b904b1ceeaf10b95f09012055d3dbb593e,4.0,4.7,1.175
9a01ad5d531d9662795f4d65fdf4c06116dc871c,4.0,4.7,1.175
42e317c43d6fdd27a726deb6f6489c823a1c1642,4.0,4.7,1.175
1940a8c5bcf0f8ef3e3cbefdaf6473406982a0d6,4.0,4.7,1.175
6ba8e09dba38051a4ce3a1584e628e88b55b2b0b,4.0,4.7,1.175
f375431b6149f1d5b2013ab305619799bcb4eefc,4.0,4.7,1.175
cbdfe987b406ca40a3171f7f1b5f16ad4ba2fdd5,4.0,4.7,1.175
5b349d4294ba4387cbbb237f87727850700c6970,4.0,4.7,1.175
6bb96b0c74ace8699e68685a3ec9ac37a6f505ae,4.0,4.7,1.175
2521ee9b9ba1bf7dfd4341259b97f383827fecc9,4.0,4.6000004,1.1500001
c35328702c65f472ba54dab91ebf4d8f1b08707e,4.0,4.6000004,1.1500001
5ab21c36eb3a9ae6bd80f098130b9621501b9b88,3.0,4.5,1.5
526ab4add507b2390400593681209e8a4ddd6b48,3.0,4.5,1.5
005cb5959175e4501dd5ddc96a22780788a9b219,3.0,4.5,1.5
6b3e6f40ea9d8c8c46f5861c3f98bd974165acbc,4.0,4.5,1.125
e54474e265b7e84a9254c1b533459a0550af312b,4.0,4.5,1.125
b83fc70119b548fbd5ad03093eb3add669c8716a,4.0,4.5,1.125
99c6174c0997f772d774f5a49ea1af01253ed944,4.0,4.5,1.125
